n=20000
m=40000
from,to,cost
10767,10881,1
5539,13711,2
5213,15509,1
4428,9113,1
11098,10063,1
4844,8207,1
14968,4577,1
3846,3541,1
8200,5601,2
829,1497,1
10081,3431,4
11431,10337,5
7421,15681,4
18436,8385,3
5313,17685,4
17213,8191,1
1610,19001,1
2601,19431,2
11581,4289,1
4792,1845,1
5465,8205,1
12508,16150,3
15441,11911,1
15855,14283,4
9483,15671,5
5145,16705,4
17401,18051,3
13961,8771,1
4657,7041,1
7623,5571,1
19236,9959,1
5676,6129,4
11353,9251,1
19201,11316,5
10116,9721,4
17738,12585,1
14667,18329,1
9546,13858,3
781,19022,3
4402,18280,4
16941,11301,5
17305,12597,1
17831,16861,3
10657,16721,1
10661,18181,3
6241,2854,2
18545,13266,2
12649,16401,5
2561,6849,4
11177,15441,1
4282,1795,1
16949,6419,3
5013,31,1
5037,3117,1
12033,1161,1
4266,996,1
4671,7769,1
13928,14407,3
6621,4581,1
7669,1165,1
10061,9139,1
17488,12125,4
6969,5017,3
9801,17001,1
19131,14337,1
6725,10839,4
13977,7201,1
15835,7286,1
11564,7006,3
13905,7430,3
13411,4391,1
10337,1161,2
9997,15797,1
4969,4076,1
8441,14197,2
16279,11359,1
13492,3123,3
12211,1495,4
3353,7176,5
17089,4609,3
7169,12897,2
3317,19899,5
9061,8387,4
2451,6745,2
16094,10465,5
14149,13609,5
9416,5723,1
6398,6177,1
14611,13996,5
1514,12305,2
1566,8713,4
6087,16381,5
15009,4599,3
1313,14143,4
11553,15001,5
15713,9201,1
14451,17665,3
17549,7377,3
6117,1121,2
16603,7244,1
7180,12195,5
15928,1645,5
7655,17201,4
8417,9361,2
1609,8581,1
5279,17476,1
8205,168,5
14656,11481,1
17844,15865,3
14188,10865,5
2817,2293,2
9849,11491,1
11229,369,1
672,18195,1
9349,3115,3
4551,1045,1
8898,13835,4
6107,11781,5
2918,13753,4
10521,1495,3
11994,2893,1
3151,2126,5
5201,2603,1
4497,3201,1
18691,11502,1
650,7805,5
9522,19457,1
2292,3698,5
17184,16610,3
10534,9741,4
14825,10594,4
14861,8940,1
15301,30,1
15249,4167,4
2213,3559,1
13505,15873,1
1847,5503,3
18006,16201,3
11169,1071,1
2577,802,1
2587,7852,1
4689,14189,1
316,18139,4
19852,15855,2
4325,3273,3
2613,15223,1
16874,5561,5
11053,12996,5
17021,16181,5
393,5217,4
17337,1661,5
3149,18191,4
17001,8872,3
11661,16921,4
421,2225,2
19093,10359,5
18320,7145,2
1947,5441,4
3796,16457,1
8033,15449,5
18053,96,2
17689,10164,3
6775,10643,4
11937,7811,1
7509,16492,2
2875,2391,1
8176,13079,3
17181,13191,4
16736,5721,4
9473,9985,1
8117,415,3
5394,7553,5
675,15376,1
1669,184,5
3963,13872,3
7485,9008,4
6183,4096,2
1186,16010,4
593,12867,5
16533,11801,1
4494,16599,5
6617,17417,4
10641,11751,1
19931,12717,1
5242,5041,2
7714,16203,1
9341,7000,5
18546,17999,2
9453,12161,1
16041,2801,1
9840,6991,1
13985,4393,4
10084,1355,1
15061,4166,1
13165,5159,4
4689,8557,5
13617,19176,2
2146,18315,1
2266,14864,4
2484,11349,1
1661,349,3
15224,1908,4
19129,12525,4
9719,9227,1
9567,6123,3
5517,8001,2
17285,1394,5
16785,6053,1
12045,11697,3
11313,17387,1
13465,17881,3
19391,18057,4
13301,4453,1
6497,1688,2
333,1190,4
5283,9333,2
14153,2978,5
3457,12213,3
7537,6406,5
305,4101,1
14861,19057,4
19147,19977,3
15849,1069,1
13454,3821,3
3329,6473,3
11771,4041,4
18702,741,4
17145,9135,5
6399,4853,1
7782,12933,2
19777,14686,4
10493,8957,4
887,14975,2
19123,11361,1
2851,19733,3
4005,11381,3
11401,2744,3
12401,8201,5
9946,2201,1
15209,15842,1
19677,6409,1
10985,11457,1
19955,141,4
13969,16965,1
12548,10219,3
3223,10113,4
18329,13425,5
14206,3678,3
14894,1825,1
5597,18865,2
7606,14177,1
5885,7741,1
9177,14965,4
7509,17934,4
7301,2239,1
7628,13719,2
16782,2835,4
13385,17249,3
223,329,2
15281,15821,1
18298,10635,5
1166,1281,1
5107,7151,3
13190,18392,2
10709,15665,3
11937,7721,1
10073,6181,4
14611,11321,1
6765,2657,2
18441,11810,1
7351,10453,2
16961,10813,1
18751,5604,5
18177,5642,1
17413,2227,1
7357,11389,1
2572,16013,2
11365,14918,4
14307,8625,1
5305,11626,2
8376,19809,2
16221,12601,1
8697,9987,4
15937,3577,5
19977,14352,2
16435,11007,1
1612,4951,5
11976,5371,4
14801,9381,2
8071,4277,3
10486,15709,3
6269,3191,5
3523,10847,2
17245,19565,2
3671,3556,5
18329,16361,1
5381,12819,2
17489,9706,2
18681,12981,2
19724,9756,1
4200,15801,2
5673,11651,4
12934,12897,3
3699,8665,2
9851,5951,5
4277,6177,1
2501,8192,1
16705,8595,5
17841,16333,3
2273,6169,3
3521,1646,5
9577,4981,1
11419,10831,2
16001,2640,1
5320,13494,1
2376,7109,1
4575,11647,3
6516,15751,1
9601,16665,5
12713,19931,3
1921,2163,1
6241,19009,2
8487,11353,2
5591,14087,3
4264,17141,1
5725,17173,2
8097,4925,4
5601,10130,1
379,8389,2
5665,2436,1
9101,16146,1
15681,11039,4
3989,12604,5
1103,18047,4
6205,14401,1
14594,673,4
14684,13841,5
17369,10889,3
19873,3321,1
3385,7946,2
9441,14977,1
1081,9825,4
18801,3137,2
16745,16577,4
2222,16737,3
8925,10161,1
16855,12591,1
16475,3811,1
16945,7891,1
15016,18201,1
18997,6301,5
5327,6812,1
18044,8005,1
16623,17222,3
7171,5741,3
3241,4833,4
7511,2997,2
4709,14394,1
17241,16157,4
18296,12742,1
3601,751,1
4707,6496,5
18007,4589,4
13793,2033,5
15066,5837,3
5689,5307,5
14476,17863,4
13929,14641,4
10011,8050,2
9751,6096,4
1176,10605,3
11911,15431,2
11361,6817,3
7781,18485,5
15091,273,1
18176,9535,1
3519,11457,3
14232,9281,5
17260,8563,1
1577,10216,4
18751,8825,5
18425,11525,3
7506,5315,1
1077,8237,1
13801,16861,2
13351,11216,5
14993,17241,1
5242,11225,2
11137,15896,5
13113,9435,2
19577,6750,1
8571,11877,2
5156,5970,1
4582,15777,4
18521,9455,3
6573,4941,2
1235,7582,1
16521,6091,4
9401,9539,1
12342,549,4
5869,2799,2
5911,1117,4
521,6901,3
5571,4578,4
17614,7525,1
4793,11741,1
14827,19197,3
9781,4925,1
11085,16742,5
9511,11034,2
9803,18209,3
1217,5761,5
10273,19361,1
2175,3865,3
14741,8465,3
14971,17382,4
2516,18551,1
12731,19009,2
16425,4001,3
5992,15189,3
14389,673,1
18326,5297,3
11349,11122,2
6732,12739,1
13871,11206,2
6049,4005,2
347,9741,1
6221,7238,2
14289,3890,1
11057,3994,1
12131,18449,1
5147,3172,1
7820,6406,1
7781,8640,1
13415,14891,1
18601,16663,2
4181,10889,5
10449,13165,5
12624,4501,5
5270,5091,5
18145,9755,2
12221,321,1
1963,1403,2
10939,14671,5
12779,7260,4
9927,8257,4
10084,4897,1
13017,2227,4
7782,3594,2
10426,16821,3
5257,8326,5
10945,18445,5
12649,441,1
8948,17545,3
5981,5538,3
5927,19065,1
2257,15261,1
1724,2977,3
3507,2871,1
10953,3019,3
105,16717,2
16141,985,1
16353,8865,4
10891,12341,4
18848,8717,1
14556,19171,5
15898,3146,5
8841,10629,1
9671,2037,1
6444,14796,5
16621,12961,2
12257,12401,5
19787,10989,5
6343,12625,3
4912,15033,1
16925,11881,1
12436,5351,1
1704,2946,5
13781,12601,2
1037,13402,2
2138,9033,1
6933,10682,1
14416,15061,4
14575,1751,1
4827,9767,1
18304,885,1
1441,6273,1
664,14771,5
5608,5065,5
10047,3725,1
7713,19429,5
11343,11447,2
1076,18177,2
19397,3336,5
1081,5297,3
15276,17834,1
12623,3271,1
4791,16911,4
7805,17083,5
18857,15521,1
17465,1765,1
894,12641,1
6424,11196,3
12459,17577,1
8953,5934,1
13991,10605,1
9669,10944,4
6061,2764,4
5501,15808,5
16857,1596,3
1481,6805,3
19751,6561,3
369,7561,5
5375,15847,3
19786,16257,3
816,19029,2
7746,15553,5
5617,15420,1
19227,9509,2
15337,8973,4
17623,11278,3
5101,15101,5
1681,13905,4
13157,10661,3
15265,14487,2
18431,16852,1
19559,12255,1
17365,1283,2
12015,1503,2
15531,3277,1
7663,16963,1
6423,18369,2
15769,283,5
1866,19486,3
17975,13354,3
12367,6289,1
17121,18453,1
2930,1760,3
15251,12665,4
9980,7135,1
16822,14626,1
19535,15743,5
2017,9527,5
13821,11903,4
14751,2538,1
19528,8287,5
2661,8285,1
6586,18557,1
18123,13171,1
5379,8738,1
1652,10685,2
19560,16025,1
7937,9441,3
19793,19291,4
19971,19921,4
11563,9503,2
7747,18401,1
5632,6241,1
18924,12714,3
6117,3513,1
11351,14801,4
3321,1941,3
18285,18805,5
12093,14161,5
5751,819,1
8626,2293,3
6068,3943,3
14263,7113,1
720,9581,1
5371,16909,1
14865,17825,5
14846,13540,4
7405,7333,1
16077,7338,5
14135,11807,4
19681,8057,5
17184,9073,1
3150,8551,1
5415,2381,5
2061,6276,3
7564,9263,5
2117,12110,1
5975,1501,2
11875,19240,1
14559,12291,3
15329,15509,5
2405,10569,1
8227,5304,5
8101,9013,1
3061,3595,4
6906,8132,5
14407,3873,4
5172,13769,5
17288,11444,2
7287,10918,3
3127,5016,1
14151,15745,2
9417,18753,2
8751,16845,4
568,8597,3
18361,17983,4
16058,12961,4
15061,9725,4
2749,17131,3
5001,3240,5
14528,17871,1
17633,3729,4
2561,13425,1
9015,2253,4
18431,10662,1
18573,1716,5
16001,14517,1
12091,12138,4
13075,16577,1
17939,11015,5
1287,6931,2
16635,17760,4
12572,12837,5
18969,1371,3
16513,15806,4
747,233,1
12111,16234,1
14607,7827,4
13375,869,3
18249,15240,2
13626,16938,5
507,11404,1
4311,7467,4
5418,9487,5
610,1637,5
9712,6400,1
14786,10947,1
10241,3229,3
3177,19232,4
17841,13809,4
13656,8720,2
5411,2059,1
2751,12505,1
14225,4317,4
16309,2226,4
12299,15201,2
3595,1943,2
18788,8196,5
161,4771,1
6053,5257,1
1601,15257,2
4616,11927,2
7209,7821,5
13001,2383,2
9470,13409,5
16497,18153,4
10886,17521,3
8606,173,2
4711,13665,5
19131,2133,3
1745,6831,2
14844,3868,1
13653,13886,2
289,12225,5
12721,5363,1
1059,16035,3
403,2465,2
12323,9519,5
7504,4005,4
9782,4773,1
10112,8415,3
15819,18857,1
13707,15347,1
13367,10197,5
952,11476,3
1573,5321,1
13549,8533,1
19001,14,4
5869,2541,5
17971,10431,1
7321,7807,1
4837,15136,1
7737,7301,1
3615,10991,1
8276,8841,1
5826,9302,2
14497,4421,1
10617,957,5
17421,5251,2
15691,18097,4
8230,12501,3
17866,1676,5
5827,8736,1
19989,8369,1
17633,4003,1
14981,10406,4
1965,16247,1
5401,14899,3
7761,3073,3
7699,5155,5
3449,19898,1
18456,12289,5
5285,19281,1
19843,7489,5
18045,5812,4
6755,19435,4
9001,6700,1
12091,14923,2
14242,16007,5
9297,17369,1
16197,13015,2
18551,16976,1
19161,4525,2
1321,2916,1
10261,5441,1
8487,5185,2
1321,10857,1
15301,4975,1
18248,6401,1
6211,10432,3
7107,18241,1
18989,1508,3
18138,8913,2
12937,9619,4
11589,14531,3
8200,11201,3
191,17953,5
3756,14631,5
15403,8469,4
17971,12631,2
10173,10440,4
7948,18237,1
17059,5225,5
6948,19266,5
9063,10955,1
10409,17145,2
150,1307,4
18793,10367,2
18736,6977,4
18305,15093,4
12192,3233,2
18631,10781,2
5735,7953,4
11889,10282,5
6927,8729,1
1831,14275,2
5039,3375,5
9009,18389,1
19681,18853,5
8778,11921,1
12184,6611,1
1975,11655,3
11035,5868,1
246,8502,1
6831,2251,4
16065,1475,1
5643,14234,5
10377,18641,2
5176,19657,1
11117,5793,1
17809,10093,1
17496,15991,2
13461,5377,4
17351,19995,5
9016,13937,1
12625,11231,4
4123,130,1
7511,2507,4
8106,15556,5
3765,2301,5
12476,4705,1
16727,13347,1
7842,5,4
17701,5446,3
1832,241,5
10591,11363,2
12777,12440,1
11698,11841,2
6584,8401,1
9601,7267,3
5001,16921,1
96,17253,2
16609,385,1
4201,1901,5
18615,11257,1
2175,6026,4
3225,16993,1
14268,4467,5
18297,13615,2
19228,10689,3
16906,2983,4
14430,2165,5
14441,801,1
3392,7631,1
8353,17822,1
16326,19008,1
8577,14109,3
6939,14121,1
4737,7142,5
3111,2527,3
3586,15877,1
1896,17121,2
2700,3596,1
5313,10887,4
8327,12377,3
19226,7663,2
11905,8089,2
10661,12489,4
5901,12936,1
14310,15713,2
17194,17025,4
13913,12281,1
5437,5737,5
6591,6141,1
8817,3525,2
18533,10568,5
9241,12785,3
5473,18993,4
11633,10641,4
8277,15693,2
11790,17409,4
9393,7811,1
2414,9401,4
2975,13261,5
13961,8039,5
15559,8385,4
13024,9210,1
18539,15521,2
3930,3383,1
19189,7821,3
11903,10949,3
276,13056,1
17665,10988,2
4675,910,1
16357,5921,2
8134,11645,5
18286,6980,4
15241,9772,1
19568,18079,2
17221,4077,1
10141,1841,1
15195,5581,1
465,13501,1
7686,5681,4
13281,3873,1
15805,7879,2
3203,5047,2
17581,10745,1
11843,12281,1
10496,19001,5
4907,4759,4
10467,8977,4
10441,4713,1
12671,573,5
11131,3811,1
2262,2791,3
10189,13703,1
4743,12769,4
166,7529,3
15041,18154,2
3486,3529,2
17301,4903,1
11436,15930,3
19709,6465,4
6871,3953,3
11125,2561,3
2648,18005,1
14801,18773,1
8661,8251,1
9313,5516,1
19501,14001,4
2361,18373,4
611,3897,5
12591,17453,2
1984,635,3
9149,16087,4
11391,10161,1
3201,10916,3
17700,11611,2
4211,9879,1
12266,14539,3
13521,9447,1
3842,3116,2
401,2673,1
4804,17033,5
6071,15101,2
17361,14401,3
12337,3288,3
18327,11941,1
14851,18377,1
18553,7093,5
16593,251,3
461,10360,5
16865,8957,4
18212,6549,1
7328,18137,1
8691,4419,5
16056,4903,1
4489,1513,2
19689,1167,3
19086,4921,3
4331,9581,1
3225,17561,1
7086,8186,1
13410,6377,4
15117,15268,1
17327,7777,2
2793,7073,5
17129,1340,1
14387,10057,4
6115,19329,4
8403,2054,2
9593,17393,5
14056,14875,5
7433,16661,2
8033,1265,1
14455,16755,1
18244,14281,1
1526,4751,1
19848,16749,1
7223,16208,5
14825,16687,1
1299,333,5
4417,6721,1
10151,10197,5
2747,8591,5
4017,3260,1
17297,9939,1
14953,10301,1
393,10952,3
15737,17235,1
19951,17361,4
18875,8014,1
8995,6185,1
7064,7513,1
9960,13683,2
2676,2809,4
14074,8091,2
8119,15313,1
4472,3853,1
11061,11151,1
4900,3374,1
4431,14721,2
16111,18464,5
891,11537,4
8909,15209,3
14453,2717,1
6033,1601,1
335,9255,5
10627,1879,3
13805,11738,2
4641,10165,1
6145,11857,3
7060,12066,1
7796,3062,1
11566,2647,1
3625,7412,5
4701,9248,5
12897,11056,1
10693,10683,2
8621,16620,1
7437,15681,3
13451,6915,5
3753,19021,5
16005,6586,5
11801,10901,1
2157,10403,3
15592,15281,2
19316,11610,1
7273,10938,1
13026,10131,3
18441,19385,3
9089,3465,2
11957,1851,1
5633,6161,1
17155,15476,1
7244,8705,4
7241,10845,1
10701,19024,1
12581,95,1
16982,11379,4
1415,7181,5
14819,13376,3
16541,11339,4
17701,14097,1
10497,15964,2
1641,6444,2
19016,10844,3
2873,4366,1
15121,12932,3
14081,18839,2
6172,5265,4
17641,7781,5
4433,1699,1
2669,8129,4
11345,10369,5
4675,5369,1
5221,16528,3
6430,16421,1
2353,7383,2
17049,12651,5
3395,4051,4
10817,12563,4
14913,11560,3
1722,19201,5
11197,19361,3
5849,3213,1
13477,11857,3
16765,18385,4
17193,5741,5
3544,2753,5
1529,7951,1
1453,4083,2
4401,13209,1
4621,12645,1
14237,13363,3
18185,10421,3
609,16060,2
8903,8769,1
3277,3263,3
1045,10019,1
12689,15501,2
16773,18973,1
18169,14247,4
8552,10311,1
3627,5939,1
3867,6951,4
8539,8393,3
12138,18755,5
596,10181,2
14026,588,2
1493,1759,1
16796,2945,5
16961,9722,5
11806,17696,4
10945,1183,3
12069,17669,2
4241,8793,1
14551,4584,1
1691,8417,2
4637,3989,1
15217,12741,1
18086,10619,5
17097,9425,2
2058,7403,3
7021,15452,1
18361,17106,3
5867,15140,1
18451,9311,1
16961,2451,3
15987,5062,4
12449,19137,1
19201,1647,4
7985,5236,1
1361,5931,5
7701,18306,4
1513,9836,1
8501,17867,1
9109,1013,5
16065,17831,3
917,12832,3
4229,10541,3
4751,14547,3
13187,3093,1
12151,7081,1
2910,7049,2
4681,9738,1
12971,1461,5
16399,5261,4
6929,13653,5
19881,11373,4
10111,12784,5
3471,16225,1
10751,7576,2
2563,6001,1
6319,13386,2
1496,13747,1
9557,13960,1
9125,7179,1
4501,6217,5
3429,9151,2
19386,7653,4
13667,10810,3
18474,4273,1
5761,2545,4
14493,17179,2
817,8951,1
2801,13181,1
5617,4357,2
10969,6081,2
12193,5057,4
7831,10931,4
16501,5321,3
18345,19071,2
16741,9498,4
390,19275,4
4487,5219,3
1861,2997,1
6531,4123,5
8721,9216,1
7440,1031,1
8107,19483,1
13405,18223,5
13541,5637,1
681,19693,5
643,8613,1
5201,7097,3
7785,5800,1
19063,10625,5
18131,19745,1
8465,15081,5
5747,17440,5
2715,19706,1
12289,18836,1
16823,9241,5
9191,14153,2
7771,6395,4
13971,2262,5
8193,6616,1
3951,3341,4
2061,2866,5
14856,2591,2
17631,13401,5
11760,7721,1
3842,14831,4
11014,16179,2
18356,9869,1
8058,4526,2
13071,4218,1
5427,2346,2
3997,14015,2
10311,7751,3
2414,581,1
8197,12227,1
12933,18541,2
14469,5561,5
12812,499,1
501,653,2
10593,12605,1
1193,12232,1
19801,9003,1
16392,5869,3
18873,6324,1
16667,3357,1
6759,7775,5
17439,873,2
8261,6117,3
237,2145,3
15048,10066,4
2089,19250,1
8431,19541,1
15801,1132,4
18281,16927,5
1373,13377,1
14889,16996,3
19955,4601,5
14439,16051,3
19114,5625,1
15249,11201,4
15977,17677,3
4157,4835,3
1124,989,3
13393,9098,1
1326,17665,2
1938,12029,1
18156,14585,1
9577,6148,1
1631,10023,1
18229,14156,1
12961,12126,1
16676,4046,3
12261,14583,2
15473,4551,1
11061,13263,3
16601,5189,3
3311,14388,1
4501,506,1
16537,3403,1
11494,19937,3
8987,2507,1
19370,16529,1
4967,13053,2
17468,16801,4
262,11216,1
3803,12921,4
16879,4326,1
7633,18451,2
151,8489,1
12372,15601,2
12681,3893,2
6515,10210,1
8466,1129,5
2905,2726,1
7474,11151,5
758,4376,1
10129,10017,3
4251,11684,5
18901,12331,1
4151,12471,5
6109,3765,3
11762,13051,3
1561,17603,1
9209,5995,4
553,7856,2
5978,8253,3
15626,1909,5
18521,1124,1
9702,13203,1
2501,15827,1
10825,1202,2
13919,17526,3
12305,6713,5
7057,73,1
4851,4157,3
4743,5395,1
19889,9411,1
16857,9633,1
15262,7031,5
17149,16151,2
227,2791,3
2001,11609,3
6751,15405,3
12609,13201,4
17865,2829,2
7897,15763,5
11382,15661,3
14016,12383,1
18973,13356,2
18201,5936,1
7601,18801,1
2095,9377,2
13875,16571,4
17542,14880,1
11241,14281,2
16899,6990,1
15886,4357,4
9460,8307,1
5779,15841,1
17833,11847,5
17961,10948,3
247,17687,4
17650,1204,1
1129,8344,1
18295,9871,1
18861,15984,1
4275,9473,3
4465,2414,1
15017,8721,1
11061,9685,5
14813,1748,4
16245,3961,4
12828,9981,3
17761,10296,4
15607,221,5
14275,19489,5
590,10505,5
18125,6719,2
1190,3615,2
19352,8321,2
15201,246,4
16001,12389,2
11612,16075,1
9357,3379,5
10315,4521,3
7625,11165,3
10773,18341,2
10721,2167,3
17049,11701,1
18909,9481,1
16793,18790,3
15006,6017,2
865,19553,1
5777,4193,4
14405,12456,1
8197,10145,2
12371,14079,1
14547,11057,1
9856,18963,1
7401,5588,2
10741,6113,4
12129,7451,2
16519,15811,5
17797,6526,1
16046,3143,1
249,3446,1
7477,15880,1
19185,1464,2
9609,6695,1
13481,5598,1
16801,11645,1
1427,2313,1
3117,4721,3
8981,965,1
18971,16329,4
12180,11616,2
16751,9559,2
4001,12406,4
7981,12515,1
8611,13069,2
7449,5273,3
397,7776,1
4481,5661,4
3879,17245,5
2433,9965,3
19381,5305,4
18457,8295,2
15201,10006,3
18963,11481,3
13085,11179,1
7170,1866,3
2863,19427,5
5476,10821,3
5731,9880,4
6361,8865,4
14433,3593,1
19521,4279,3
17897,14321,2
41,2401,3
13664,14638,5
17079,16242,3
5371,4706,4
854,6044,1
12743,13341,5
10407,4152,2
6819,15036,4
16929,6968,5
9401,5837,5
49,19475,3
1520,4346,1
1799,1622,2
10397,2913,1
3461,129,1
839,7501,5
9009,753,2
8221,9441,3
19571,16517,1
9361,7273,3
1281,13201,1
4379,17274,4
5761,10446,5
1401,16609,4
6761,15393,4
14638,19057,3
2632,2261,4
2276,9333,1
17479,13401,2
11911,2368,3
19996,9889,1
3044,5960,3
5986,19913,4
11814,16113,5
11236,17708,1
4203,15585,1
2957,4601,3
15729,19443,4
16008,18783,1
8971,7369,3
16735,16601,4
17334,3465,4
19949,15087,4
12309,15311,1
2161,13421,4
16606,3505,1
2001,10729,5
19893,11561,5
2034,5101,3
11471,19100,1
12844,7937,4
10785,15436,1
16843,17436,1
9895,3505,4
14673,8029,2
3036,14410,4
2096,3921,1
11904,8325,4
19531,1024,1
1101,11218,1
18910,7395,2
10639,6379,1
2088,16301,1
2762,19277,4
1551,8031,2
14258,8961,2
9705,17023,5
17541,11645,3
12826,5441,4
4699,19273,1
8875,15265,1
10265,1263,3
3749,17633,1
3841,19617,4
18031,1162,3
15933,12633,1
5833,4381,1
13921,14281,4
13151,5033,1
15901,18437,1
11372,159,4
15176,426,1
18660,1087,1
8551,3715,5
6325,10065,4
1697,10869,1
6937,5381,2
8675,8433,5
5807,8801,1
2455,8622,5
11941,9463,2
4007,15534,1
7817,150,2
13607,16567,4
5569,2107,2
4721,13927,5
8481,3346,3
1105,4557,1
15637,17701,1
10706,5357,3
1376,1171,3
3149,11683,5
4444,3710,3
1631,10937,3
6781,10313,1
13569,19419,1
8315,2325,5
9183,10561,1
1251,3409,5
19221,16676,2
8228,3431,1
3499,12276,4
3301,16897,4
6273,16774,2
241,13399,5
17003,4681,1
6995,3945,2
1481,8189,3
18811,9876,1
1869,14733,5
9313,17301,4
12654,16093,3
16997,8653,1
13772,9745,5
10456,13657,4
17729,10919,1
9225,17201,1
18752,18745,4
5326,2611,2
9461,15301,3
7585,8244,3
15752,4395,2
10570,18845,2
13757,13001,5
15931,13170,3
10681,18241,4
15626,241,4
12719,2630,5
15491,637,1
14835,7831,1
6135,10313,1
8112,170,2
18285,633,1
13325,12331,4
7394,2729,2
11794,3937,2
4051,12931,5
5046,5595,1
4120,12170,2
10403,16089,2
15897,11194,5
14321,4511,5
13689,3281,4
10225,499,3
3458,6816,1
10153,9633,2
9447,12365,3
4551,911,4
1417,4185,5
15048,2423,1
12752,12836,2
15747,18571,4
17649,14757,4
19112,15531,2
3390,17690,1
2111,11781,4
19593,10359,4
9495,6629,1
7949,18537,5
15041,161,4
819,1054,4
5737,10905,5
16921,18195,1
16745,5281,3
15411,7173,1
11833,19171,2
18654,17761,1
14235,13925,5
19210,18881,1
2785,4241,1
12045,10956,4
5082,13132,3
9281,13281,4
11226,8483,4
14409,17717,4
17110,15889,1
8771,9462,2
18649,9953,5
15917,19201,2
6258,11066,1
2911,13482,2
17059,11281,2
11861,12323,5
10549,16149,1
7191,18906,3
43,16184,1
7911,2901,4
2479,11545,2
3121,17215,3
15241,5306,4
1034,6814,2
12353,8988,1
19401,7294,2
14773,14426,2
4363,3601,5
4447,2183,1
18546,9461,1
9849,919,1
1451,14556,1
1289,10921,3
2228,14059,2
14217,15421,1
1238,19900,2
14483,18369,4
2105,3183,4
4912,12323,1
19043,18881,3
14544,17189,1
18539,19657,3
3201,18546,5
5569,15727,5
15926,8587,1
1086,5437,1
18971,1169,1
14527,3317,3
796,16337,1
177,1446,5
2288,5761,4
12905,8855,4
2348,13292,5
17037,17459,1
18953,15168,2
12248,15669,5
19584,6043,1
5331,19227,2
3151,18385,3
2338,7883,5
8007,3255,5
8189,9461,1
10161,18664,5
4993,14321,3
15261,13729,1
6460,16214,3
879,13781,1
3643,2729,5
1824,10606,2
9639,14178,3
14979,12911,3
15061,18701,3
18391,6041,1
12825,4360,3
16048,17457,4
661,9656,4
6081,2501,5
2689,3447,1
18025,3113,1
2272,3381,1
4305,4143,4
2683,1979,1
10681,9665,2
16878,3665,5
18570,11770,5
19801,23,5
17201,1659,1
13801,14811,4
17145,13409,3
6587,16230,1
5245,8183,1
15577,11655,1
8394,10924,5
12779,9969,2
15841,9407,3
12251,3581,2
677,3529,3
3749,5906,3
5146,19243,3
17666,6789,5
6401,4453,3
7475,8117,1
2633,7326,2
17318,14204,3
17509,2440,5
15353,6769,1
16686,17243,1
3641,8337,2
9209,5538,1
3176,4135,1
12380,3991,4
9991,18353,2
4212,6403,2
4737,6153,5
19529,17734,1
14337,18136,2
16089,3141,4
5214,18721,3
1473,3287,1
15405,265,2
3334,261,1
19365,19581,2
18761,9215,1
14341,14105,1
18293,18945,1
17537,10228,4
17362,19649,4
14146,19049,3
13059,10727,2
18265,4241,3
12287,7693,1
10965,19460,3
17553,3953,1
12868,2276,5
17751,11404,2
8529,3441,3
101,8939,3
16817,1089,1
7831,13633,3
8265,5111,3
17022,13630,2
18967,13110,4
13297,8241,1
3713,689,1
8731,8640,1
12813,16721,5
5910,17968,5
17059,2335,5
17224,12812,5
16621,15665,1
13791,18118,3
16001,8691,2
1473,8369,3
16353,16538,4
225,13580,1
10465,19386,5
295,3567,3
14680,2612,1
2831,15287,1
1631,9025,3
8919,6983,2
13749,2441,1
13975,10901,4
11173,15553,1
8260,2597,1
19653,6076,3
1025,5973,3
16482,17251,1
17529,2293,1
6703,2894,4
132,16126,3
11621,13123,4
1,18329,1
13901,14197,5
6737,5145,3
18569,3481,5
11007,9421,1
2839,2513,1
6937,12432,1
2788,3171,2
14725,9445,1
18991,7732,2
5859,81,5
5407,17251,1
11207,5399,5
16103,14229,4
2078,10893,1
16765,8885,5
1037,18005,5
11961,737,1
830,13772,4
15147,5761,1
7817,2485,1
31,3466,1
17081,19876,5
5129,14993,1
19041,4401,1
3770,12561,1
13521,19510,2
8951,8649,1
3137,5863,4
19726,11171,1
5861,17111,2
13121,14801,1
1905,18715,2
486,15657,2
18575,12823,1
8491,18121,2
14807,19848,2
6401,19439,3
1985,11769,1
1631,10421,4
4099,19076,3
4955,14824,1
863,4925,1
13648,15241,2
7031,8961,5
9016,9730,1
6657,13286,1
7960,7661,5
19131,4427,1
16961,7359,1
19289,1937,3
10599,18881,3
3321,1938,1
18465,15009,5
12486,2505,2
2171,4841,5
13481,2501,4
7931,12361,4
3321,7953,4
1450,9567,5
6407,3201,1
10397,11754,2
12112,8981,1
10705,4243,4
1416,17777,1
13507,7491,1
4285,8671,4
4945,11753,1
10401,19439,3
11973,18001,4
1697,5569,3
5198,17281,3
9194,8869,2
15217,11327,1
16217,6545,1
9885,19314,1
16839,2906,1
19491,4811,5
7121,10091,1
17396,14631,5
19267,16667,2
14869,15551,2
17111,8545,5
8751,10809,3
6024,4856,1
1337,9981,2
4227,9889,1
16093,4004,1
5771,10781,4
2241,12651,5
16413,2353,5
12019,6253,2
7717,6505,1
16409,10919,1
8046,759,1
18828,16995,2
13882,14585,1
10763,6298,2
7253,19716,3
18074,12817,3
19486,2100,3
8351,6435,1
8584,19969,1
1691,19622,5
8001,13371,2
9681,16801,1
